NumerOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,CreatedAt_encoded,CollectedAt_encoded,class
1923,1791,1537,14,130,4502,4502,0
271,167,434,13,105,4503,4503,0
222,296,6358,5,36,4504,4504,0
118,116,2402,4,12,4505,4505,0
180,242,23012,11,26,4506,4506,0
329,3248,10363,6,82,4507,4507,0
642,611,21426,8,142,4508,4508,0
86,1076,15557,7,86,4509,4509,0
172,162,3505,9,37,4510,4510,0
180,315,8904,12,36,4511,4511,0
145,232,197,12,158,4512,4512,0
191,163,598,9,76,4513,4513,0
26,28,611,8,0,4514,4514,0
93,203,11202,11,0,4515,4515,0
200,254,2000,7,15,4516,4516,0
56,33,979,8,0,4517,4517,0
3,12,2,10,0,4518,4518,0
147,108,1678,13,49,4519,4519,0
39,50,1173,8,0,4520,4520,0
129,583,2434,6,66,4521,4521,0
567,512,5749,12,52,4522,4522,0
160,91,4658,9,31,4523,4523,0
129,139,929,10,96,4524,4524,0
538,1065,29397,15,92,4525,4525,0
149,229,689,10,43,4526,4526,0
420,485,3928,9,28,4527,4527,0
126,113,1413,10,46,4528,4528,0
29,34,1144,10,55,4529,4529,0
62,200,3650,15,0,4530,4530,0
60,32,699,6,0,4531,4531,0
47,50,943,8,24,4532,4532,0
83,106,1782,9,99,4533,4533,0
45,46,465,7,0,4534,4534,0
255,274,6538,11,86,4535,4535,0
100,110,883,6,14,4536,4536,0
140,133,3491,8,45,4537,4537,0
2525,2295,2047,10,24,4538,4538,0
6,45,173,8,70,4539,4539,0
65,42,564,7,129,4540,4540,0
1,25,918,7,0,4541,4541,0
79,63,742,9,0,4542,4542,0
749,628,3016,14,90,4543,4543,0
8,4,319,12,0,4544,4544,0
139,1277,443,9,58,4545,4545,0
115,96,564,7,63,4546,4546,0
29,18,85,10,39,4547,4547,0
143,108,1293,5,75,4548,4548,0
256,138,1843,14,44,4549,4549,0
279,520,1016,11,27,4550,4550,0
28,45,385,10,75,4551,4551,0
84,89,1515,10,0,4552,4552,0
182,210,6063,11,109,4553,4553,0
153,87,2773,15,100,4554,4554,0
31,44,684,8,0,4555,4555,0
226,387,7276,10,62,4556,4556,0
25,6222,325,12,65,4557,4557,0
75,61,523,14,50,4558,4558,0
81,83,1081,10,34,4559,4559,0
349,363,5107,6,58,4560,4560,0
1997,1290,12423,14,48,4561,4561,0
40,62,806,5,64,4562,4562,0
101,81,149,10,27,4563,4563,0
60,130,1770,9,64,4564,4564,0
79,219,1965,10,94,4565,4565,0
88,64,2872,12,15,4566,4566,0
6,47,749,8,135,4567,4567,0
147,51,297,8,69,4568,4568,0
184,123,1028,15,147,4569,4569,0
311,1104,3313,13,87,4570,4570,0
203,206,216,14,60,4571,4571,0
2843,2847,6115,12,17,4572,4572,0
10,32,1351,13,36,4573,4573,0
65,55,343,14,0,4574,4574,0
314,2230,2373,12,155,4575,4575,0
417,359,15160,13,65,4576,4576,0
268,159,1607,6,65,4577,4577,0
649,332,6625,7,106,4578,4578,0
14,23,183,12,35,4579,4579,0
70,71,85,13,0,4580,4580,0
4736,5460,4372,11,51,4581,4581,0
45,28,54,9,23,4582,4582,0
59,61,1072,5,0,4583,4583,0
211,78,7507,11,38,4584,4584,0
68,49,177,5,0,4585,4585,0
402,387,431,10,135,4586,4586,0
566,481,324,15,156,4587,4587,0
86,50,3597,15,87,4588,4588,0
157,165,3456,7,0,4589,4589,0
1527,961,3240,5,160,4590,4590,0
10,10,55,8,0,4591,4591,0
113,142,1073,13,68,4592,4592,0
892,345,4813,13,126,4593,4593,0
1062,984,1221,4,151,4594,4594,0
499,937,15383,7,17,4595,4595,0
43,30,164,13,0,4596,4596,0
1022,1734,33140,8,70,4597,4597,0
35,115,462,8,158,4598,4598,0
53,62,1305,11,42,4599,4599,0
78,72,3666,6,19,4600,4600,0
89,47,246,12,0,4601,4601,0
118,146,3210,7,0,4602,4602,0
299,587,31190,10,79,4603,4603,0
176,220,2399,10,0,4604,4604,0
46,24,442,13,0,4605,4605,0
143,106,462,9,0,4606,4606,0
54,49,1833,5,66,4607,4607,0
74,190,493,15,146,4608,4608,0
1126,1715,17468,10,139,4609,4609,0
16,46,1495,11,35,4610,4610,0
183,127,1552,12,54,4611,4611,0
1,5,8,10,107,4612,4612,0
20,138,2300,11,15,4613,4613,0
670,417,9425,13,55,4614,4614,0
296,233,538,11,95,4615,4615,0
273,291,1235,9,159,4616,4616,0
65,38,719,8,157,4617,4617,0
10,19,21,11,0,4618,4618,0
208,621,8937,6,18,4619,4619,0
159,112,1132,14,143,4620,4620,0
100,96,4069,14,53,4621,4621,0
176,127,1710,11,0,4622,4622,0
77,40,1268,7,0,4623,4623,0
31,10,335,9,0,4624,4624,0
180,21,3074,7,53,4625,4625,0
76,88,5397,6,42,4626,4626,0
52,99,3017,9,134,4627,4627,0
146,128,4437,7,0,4628,4628,0
106,145,1081,9,155,4629,4629,0
455,675,3321,12,136,4630,4630,0
55,63,355,14,15,4631,4631,0
139,73,262,6,31,4632,4632,0
41,33,1045,9,0,4633,4633,0
157,96,1010,14,40,4634,4634,0
613,1407,10114,10,140,4635,4635,0
7,16,119,5,0,4636,4636,0
371,229,6914,13,27,4637,4637,0
198,881,2394,15,156,4638,4638,0
235,189,5041,11,22,4639,4639,0
752,945,2264,12,38,4640,4640,0
48,44,931,10,0,4641,4641,0
388,709,7613,12,113,4642,4642,0
73,94,4592,8,8,4643,4643,0
236,116,2088,13,84,4644,4644,0
115,314,1042,11,38,4645,4645,0
10,34,98,7,0,4646,4646,0
185,147,485,10,32,4647,4647,0
69,67,1805,12,55,4648,4648,0
236,217,6372,12,109,4649,4649,0
36,43,6069,8,0,4650,4650,0
6,11,113,7,7,4651,4651,0
5,10,41,13,77,4652,4652,0
47,368,12341,13,110,4653,4653,0
1178,603,2635,9,16,4654,4654,0
307,198,541,12,160,4655,4655,0
340,276,1114,8,136,4656,4656,0
60,136,10153,15,135,4657,4657,0
59,161,1745,7,44,4658,4658,0
245,122,678,9,40,4659,4659,0
88,24,158,12,14,4660,4660,0
23,23,94,11,0,4661,4661,0
115,134,1923,11,47,4662,4662,0
0,50,416,12,102,4663,4663,0
141,248,5326,10,75,4664,4664,0
1325,1042,14909,9,40,4665,4665,0
155,166,2806,14,127,4666,4666,0
71,70,5361,6,31,4667,4667,0
201,137,2256,9,9,4668,4668,0
180,268,1155,12,159,4669,4669,0
86,62,998,12,74,4670,4670,0
48,131,825,8,74,4671,4671,0
55,69,705,9,8,4672,4672,0
32,51,358,7,58,4673,4673,0
289,136,620,10,128,4674,4674,0
43,167,1173,12,47,4675,4675,0
84,43,1922,15,102,4676,4676,0
71,101,672,6,22,4677,4677,0
48,108,1785,7,76,4678,4678,0
83,293,951,4,0,4679,4679,0
321,870,1404,8,5,4680,4680,0
800,3805,36943,9,156,4681,4681,0
494,863,7615,15,152,4682,4682,0
260,344,6798,11,92,4683,4683,0
22,27,179,9,23,4684,4684,0
117,81,595,12,21,4685,4685,0
283,474,10093,13,148,4686,4686,0
121,94,7351,11,72,4687,4687,0
188,232,5141,5,115,4688,4688,0
26,102,235,7,9,4689,4689,0
202,160,190,9,95,4690,4690,0
247,325,5794,14,26,4691,4691,0
96,154,972,10,76,4692,4692,0
22,19,376,15,57,4693,4693,0
0,51,17623,15,0,4694,4694,0
19,10,85,11,105,4695,4695,0
37,56,1663,15,32,4696,4696,0
214,174,1179,11,30,4697,4697,0
68,120,1257,15,49,4698,4698,0
181,301,11183,8,48,4699,4699,0
83,29,474,15,92,4700,4700,0
77,30,5431,8,14,4701,4701,0
14,10,86,10,0,4702,4702,0
495,464,1565,12,47,4703,4703,0
2,50,594,8,0,4704,4704,0
45,17,27,11,0,4705,4705,0
341,600,9409,11,71,4706,4706,0
227,172,7478,7,129,4707,4707,0
17,46,1456,8,23,4708,4708,0
953,670,7178,8,35,4709,4709,0
65,50,2670,9,0,4710,4710,0
46,1335,357,7,41,4711,4711,0
146,115,490,7,87,4712,4712,0
7749,7079,6561,8,18,4713,4713,0
29,24,746,14,33,4714,4714,0
123,87,1284,12,0,4715,4715,0
1076,738,2513,14,30,4716,4716,0
214,149,4972,7,71,4717,4717,0
88,289,1222,12,23,4718,4718,0
11,20,441,13,31,4719,4719,0
334,717,4125,5,157,4720,4720,0
71,74,304,11,0,4721,4721,0
65,89,773,8,31,4722,4722,0
292,211,1015,10,160,4723,4723,0
18,42,597,8,45,4724,4724,0
69,61,1060,12,0,4725,4725,0
102,95,471,13,50,4726,4726,0
33,17,14,10,0,4727,4727,0
2423,2202,1450,9,146,4728,4728,0
152,125,1731,9,18,4729,4729,0
182,154,1952,12,116,4730,4730,0
47,67,6505,9,20,4731,4731,0
529,1291,16942,6,0,4732,4732,0
98,42,232,8,55,4733,4733,0
163,288,9438,9,62,4734,4734,0
445,416,10463,14,122,4735,4735,0
750,521,14462,13,138,4736,4736,0
2000,885,710,11,34,4737,4737,0
86,235,6842,9,32,4738,4738,0
327,235,3033,8,82,4739,4739,0
65,1000,4201,10,20,4740,4740,0
305,152,1005,8,71,4741,4741,0
668,900,13347,9,31,4742,4742,0
362,451,2636,10,83,4743,4743,0
6,29,531,15,69,4744,4744,0
152,151,1504,10,111,4745,4745,0
429,218,679,6,125,4746,4746,0
146,173,885,11,105,4747,4747,0
42,42,1077,10,22,4748,4748,0
251,312,5135,8,34,4749,4749,0
86,105,548,15,0,4750,4750,0
101,268,3160,14,82,4751,4751,0
15,11,38,10,0,4752,4752,0
57,68,743,9,53,4753,4753,0
357,532,8950,8,45,4754,4754,0
178,504,5045,11,113,4755,4755,0
1,19,6941,12,0,4756,4756,0
100,70,285,9,10,4757,4757,0
108,114,3718,14,79,4758,4758,0
101,49,664,15,21,4759,4759,0
77,82,963,10,107,4760,4760,0
110,194,1425,9,120,4761,4761,0
78,53,527,10,55,4762,4762,0
51,60,1700,7,43,4763,4763,0
60,36,675,9,17,4764,4764,0
372,347,1208,11,62,4765,4765,0
232,282,1735,6,156,4766,4766,0
106,64,957,8,0,4767,4767,0
99,60,580,10,0,4768,4768,0
228,270,1413,14,138,4769,4769,0
361,610,9503,12,103,4770,4770,0
64,65,2625,7,79,4771,4771,0
117,10366,4847,10,158,4772,4772,0
230,771,2292,11,160,4773,4773,0
92,100,1692,8,119,4774,4774,0
347,347,2388,7,28,4775,4775,0
108,157,2036,13,42,4776,4776,0
64,68,2940,11,126,4777,4777,0
103,327,8757,11,71,4778,4778,0
561,375,12,15,0,4779,4779,0
118,415,6455,8,25,4780,4780,0
259,335,4537,12,152,4781,4781,0
95,99,560,14,70,4782,4782,0
1394,1250,1193,12,32,4783,4783,0
61,84,969,7,38,4784,4784,0
23,27,293,13,0,4785,4785,0
253,267,1995,9,116,4786,4786,0
21,18,276,8,0,4787,4787,0
7,3325,1833,7,41,4788,4788,0
264,232,5024,6,73,4789,4789,0
289,194,2950,11,0,4790,4790,0
146,180,934,15,90,4791,4791,0
574,353,1957,8,11,4792,4792,0
281,237,1612,15,57,4793,4793,0
289,316,4403,10,47,4794,4794,0
80,108,4766,14,0,4795,4795,0
850,841,6146,12,19,4796,4796,0
2001,1770,625,12,37,4797,4797,0
208,627,1878,13,54,4798,4798,0
582,2060,11883,13,57,4799,4799,0
279,350,1750,12,60,4800,4800,0
51,49,241,9,0,4801,4801,0
156,108,1338,12,53,4802,4802,0
83,81,162,12,58,4803,4803,0
293,231,4721,12,21,4804,4804,0
160,108,4688,13,94,4805,4805,0
65,26,220,14,0,4806,4806,0
366,186,2118,12,104,4807,4807,0
312,275,264,7,74,4808,4808,0
2227,4611,2919,10,154,4809,4809,0
658,456,2840,15,71,4810,4810,0
82,49,413,11,0,4811,4811,0
91,237,3275,4,0,4812,4812,0
121,148,1095,15,6,4813,4813,0
24,31,375,5,21,4814,4814,0
123,102,1638,8,51,4815,4815,0
84,360,2627,11,152,4816,4816,0
1329,479,6981,13,0,4817,4817,0
1770,1030,1111,11,38,4818,4818,0
155,61,2422,7,48,4819,4819,0
36,68,822,12,86,4820,4820,0
74,45,291,8,0,4821,4821,0
183,226,3933,10,84,4822,4822,0
0,33,568,11,109,4823,4823,0
123,113,1371,10,62,4824,4824,0
129,260,5887,11,55,4825,4825,0
181,100,6234,11,10,4826,4826,0
28,12,169,7,160,4827,4827,0
38,36,742,7,77,4828,4828,0
14,256,1479,12,43,4829,4829,0
257,123,6288,14,42,4830,4830,0
152,208,5936,9,101,4831,4831,0
31,51,267,9,67,4832,4832,0
63,118,108,8,59,4833,4833,0
97,159,2732,8,33,4834,4834,0
146,487,3187,15,69,4835,4835,0
27,9,6,7,0,4836,4836,0
158,200,8130,11,69,4837,4837,0
93,46,914,10,27,4838,4838,0
17,100,6466,10,0,4839,4839,0
60,455,18469,7,59,4840,4840,0
71,88,1422,15,71,4841,4841,0
86,46,601,12,0,4842,4842,0
555,291,8223,15,65,4843,4843,0
82,40,892,8,18,4844,4844,0
114,95,20831,9,23,4845,4845,0
68,17,491,13,0,4846,4846,0
189,124,3847,9,157,4847,4847,0
122,957,5480,6,148,4848,4848,0
11,26,750,6,0,4849,4849,0
161,182,594,8,132,4850,4850,0
458,897,9927,9,131,4851,4851,0
68,175,2267,8,35,4852,4852,0
44,49,276,6,44,4853,4853,0
2,11,714,10,0,4854,4854,0
134,111,1642,14,0,4855,4855,0
1586,1429,5992,11,43,4856,4856,0
82,97,2251,7,54,4857,4857,0
154,217,2392,10,92,4858,4858,0
11,29,4221,8,32,4859,4859,0
10,12,282,7,0,4860,4860,0
211,187,2157,9,88,4861,4861,0
82,78,1012,11,0,4862,4862,0
1823,1477,1687,11,98,4863,4863,0
1045,438,215,10,160,4864,4864,0
151,72,952,13,48,4865,4865,0
184,82,3509,10,58,4866,4866,0
163,180,289,8,73,4867,4867,0
93,24,249,9,28,4868,4868,0
322,204,497,13,85,4869,4869,0
93,28,98,9,28,4870,4870,0
61,97,682,9,39,4871,4871,0
99,109,4782,10,78,4872,4872,0
2,10,75,8,0,4873,4873,0
32,15,199,8,0,4874,4874,0
54,23,111,12,0,4875,4875,0
44,33,270,11,53,4876,4876,0
215,97,1953,8,50,4877,4877,0
92,8,8,7,0,4878,4878,0
819,772,531,12,158,4879,4879,0
210,220,5616,11,0,4880,4880,0
182,645,902,7,144,4881,4881,0
57,166,3581,7,10,4882,4882,0
203,148,1964,11,30,4883,4883,0
24,22,41,7,121,4884,4884,0
15,23,45,13,9,4885,4885,0
308,12307,15442,14,130,4886,4886,0
614,667,4837,11,120,4887,4887,0
0,155,5985,10,105,4888,4888,0
221,191,1673,7,32,4889,4889,0
144,202,3653,7,27,4890,4890,0
36,43,1212,9,59,4891,4891,0
3556,3296,855,12,84,4892,4892,0
112,71,1164,8,18,4893,4893,0
169,231,9633,6,32,4894,4894,0
9,8,3,8,0,4895,4895,0
1667,1597,7347,6,53,4896,4896,0
311,259,3802,9,107,4897,4897,0
345,715,9234,13,21,4898,4898,0
29,47,1433,8,79,4899,4899,0
0,225,646,15,107,4900,4900,0
2495,2544,18357,11,44,4901,4901,0
491,529,7377,7,59,4902,4902,0
65,17,78,6,0,4903,4903,0
194,95,681,9,23,4904,4904,0
730,882,4674,12,158,4905,4905,0
404,670,4977,13,61,4906,4906,0
45,34,628,10,11,4907,4907,0
0,31,48,12,111,4908,4908,0
296,553,13307,12,120,4909,4909,0
114,20,179,9,118,4910,4910,0
786,118,2965,13,158,4911,4911,0
67,50,184,11,49,4912,4912,0
82,83,1128,7,64,4913,4913,0
87,52,268,9,84,4914,4914,0
113,58,1127,11,20,4915,4915,0
89,61,984,14,37,4916,4916,0
32,66,620,9,0,4917,4917,0
263,277,3468,11,71,4918,4918,0
146,156,3658,10,0,4919,4919,0
147,99,600,8,34,4920,4920,0
357,394,3880,11,26,4921,4921,0
33,34,97,11,0,4922,4922,0
156,497,6352,12,110,4923,4923,0
258,207,5193,11,103,4924,4924,0
19,19,330,9,0,4925,4925,0
23,18,58,11,138,4926,4926,0
91,150,2072,10,38,4927,4927,0
34,33,1011,12,71,4928,4928,0
81,64,2473,7,85,4929,4929,0
152,187,1652,7,63,4930,4930,0
51,42,227,8,63,4931,4931,0
49,57,204,11,12,4932,4932,0
49,46,6584,9,160,4933,4933,0
13,10,20,15,24,4934,4934,0
181,168,4111,9,30,4935,4935,0
63,22,272,11,58,4936,4936,0
23,2015,527,11,36,4937,4937,0
5,19,17,10,46,4938,4938,0
172,116,3416,9,114,4939,4939,0
325,706,2341,13,71,4940,4940,0
49,89,305,7,0,4941,4941,0
128,118,1478,7,124,4942,4942,0
50,243,951,13,61,4943,4943,0
105,71,1139,8,53,4944,4944,0
241,6148,18389,15,135,4945,4945,0
121,91,2953,12,93,4946,4946,0
49,49,198,9,62,4947,4947,0
19,39,778,10,0,4948,4948,0
170,178,2075,13,20,4949,4949,0
104,19,151,8,0,4950,4950,0
78,69,1958,11,22,4951,4951,0
420,647,898,12,147,4952,4952,0
436,811,21092,11,158,4953,4953,0
109,103,115,6,159,4954,4954,0
38,33,409,13,10,4955,4955,0
133,67,1187,5,21,4956,4956,0
60,24,819,15,57,4957,4957,0
72,68,124,5,14,4958,4958,0
26,62,1624,8,0,4959,4959,0
219,98,1377,9,17,4960,4960,0
661,751,353,5,0,4961,4961,0
125,237,707,15,89,4962,4962,0
50,97,1046,13,51,4963,4963,0
60,77,1710,11,66,4964,4964,0
58,112,2023,11,55,4965,4965,0
287,359,5259,14,30,4966,4966,0
73,58,215,12,8,4967,4967,0
261,79,1989,14,0,4968,4968,0
50,366,538,8,0,4969,4969,0
67,115,7159,9,26,4970,4970,0
66,52,888,11,92,4971,4971,0
12,9,279,9,0,4972,4972,0
199,958,553,8,11,4973,4973,0
14,56,1527,8,0,4974,4974,0
63,124,268,8,0,4975,4975,0
152,205,7190,6,22,4976,4976,0
1,5,1334,5,54,4977,4977,0
3,16,4,11,110,4978,4978,0
22,22,219,10,0,4979,4979,0
147,392,3345,12,140,4980,4980,0
248,247,2533,11,25,4981,4981,0
200,513,2501,7,30,4982,4982,0
48,110,106,13,57,4983,4983,0
87,86,246,7,13,4984,4984,0
0,89,1327,9,22,4985,4985,0
94,162,1113,8,0,4986,4986,0
99,64,6666,11,63,4987,4987,0
109,48,805,12,52,4988,4988,0
71,62,847,13,43,4989,4989,0
36,32,1397,7,0,4990,4990,0
2900,2919,3088,15,145,4991,4991,0
88,98,1262,9,0,4992,4992,0
342,374,253,10,25,4993,4993,0
25,33,645,10,0,4994,4994,0
28,326,2876,6,0,4995,4995,0
407,454,2871,10,18,4996,4996,0
275,62,500,14,100,4997,4997,0
6,196,1916,12,94,4998,4998,0
249,912,7178,10,23,4999,4999,0
60,86,2410,6,0,5000,5000,0
127,56,1748,7,0,5001,5001,0
95,108,991,11,47,5002,5002,0
185,53,1202,11,0,5003,5003,0
65,101,1497,7,38,5004,5004,0
318,175,821,9,0,5005,5005,0
472,318,13235,13,51,5006,5006,0
282,339,2969,10,128,5007,5007,0
83,109,1131,13,54,5008,5008,0
568,725,7307,11,123,5009,5009,0
11,31,565,13,37,5010,5010,0
34,33,1561,5,95,5011,5011,0
709,865,8460,9,151,5012,5012,0
34,41,49,10,25,5013,5013,0
31,26,406,8,76,5014,5014,0
41,39,912,7,0,5015,5015,0
10,12,5,15,0,5016,5016,0
133,3547,4014,14,29,5017,5017,0
0,246,16780,13,98,5018,5018,0
132,103,306,9,85,5019,5019,0
1227,747,2885,12,0,5020,5020,0
1220,941,360,4,23,5021,5021,0
90,101,1587,12,15,5022,5022,0
1214,635,4160,13,77,5023,5023,0
69,2757,1531,11,44,5024,5024,0
60,22,4502,5,133,5025,5025,0
17,32,473,7,99,5026,5026,0
89,153,1607,6,70,5027,5027,0
197,130,1575,11,92,5028,5028,0
37,51,326,9,0,5029,5029,0
87,79,646,9,0,5030,5030,0
330,341,1379,12,132,5031,5031,0
69,52,309,6,0,5032,5032,0
52,40,2019,9,81,5033,5033,0
59,28,1728,11,85,5034,5034,0
145,181,4974,8,22,5035,5035,0
96,102,1026,11,89,5036,5036,0
267,164,2475,13,34,5037,5037,0
59,55,1181,13,0,5038,5038,0
67,46,850,9,0,5039,5039,0
80,72,908,12,26,5040,5040,0
648,785,8682,12,159,5041,5041,0
85,53,302,12,0,5042,5042,0
208,582,2526,11,157,5043,5043,0
220,141,2614,9,33,5044,5044,0
370,136,5254,10,87,5045,5045,0
169,47,257,13,0,5046,5046,0
48,50,337,9,93,5047,5047,0
29,35,656,8,28,5048,5048,0
259,585,14834,15,25,5049,5049,0
229,456,3495,9,59,5050,5050,0
49,39,645,8,0,5051,5051,0
101,26,335,8,29,5052,5052,0
443,835,11621,12,92,5053,5053,0
63,39,58,10,52,5054,5054,0
48,55,1245,10,129,5055,5055,0
146,77,934,6,51,5056,5056,0
29597,30732,7692,14,68,5057,5057,0
52,59,1375,15,21,5058,5058,0
60,83,1191,11,65,5059,5059,0
451,577,569,12,39,5060,5060,0
2001,1135,516,5,0,5061,5061,0
1071,1105,15674,10,97,5062,5062,0
59,67,1295,10,47,5063,5063,0
10,15,33,9,0,5064,5064,0
74,127,857,9,33,5065,5065,0
34,16,77,9,0,5066,5066,0
1019,576,4601,10,0,5067,5067,0
49,97,1843,8,17,5068,5068,0
50,61,208,11,84,5069,5069,0
43,74,1024,11,64,5070,5070,0
246,253,2131,11,67,5071,5071,0
237,219,1208,14,140,5072,5072,0
35,50,193,8,0,5073,5073,0
14,34,310,6,156,5074,5074,0
309,177,1791,12,14,5075,5075,0
856,1346,10991,8,146,5076,5076,0
1979,4261,3102,9,43,5077,5077,0
15,16,1727,7,0,5078,5078,0
85,51,1680,7,13,5079,5079,0
215,236,5440,10,20,5080,5080,0
165,211,5107,13,106,5081,5081,0
177,230,1170,14,160,5082,5082,0
1,2,95,6,0,5083,5083,0
202,113,7930,8,0,5084,5084,0
129,51,575,10,0,5085,5085,0
20,22,257,8,0,5086,5086,0
172,770,2850,10,112,5087,5087,0
125,32,328,8,62,5088,5088,0
1,240,3203,10,0,5089,5089,0
5,176,5005,9,29,5090,5090,0
59,16,7,9,19,5091,5091,0
226,131,20,12,94,5092,5092,0
13,11,11,7,0,5093,5093,0
24,30,258,7,41,5094,5094,0
172,288,652,8,17,5095,5095,0
489,781,39,13,160,5096,5096,0
60,76,492,14,46,5097,5097,0
149,568,11643,12,68,5098,5098,0
1367,770,7583,13,14,5099,5099,0
196,564,1711,12,148,5100,5100,0
49,196,158,7,80,5101,5101,0
270,283,2967,12,32,5102,5102,0
100,113,2179,10,21,5103,5103,0
1012,459,4972,7,36,5104,5104,0
293,545,1408,8,20,5105,5105,0
38,52,576,14,53,5106,5106,0
509,308,8063,12,5,5107,5107,0
34,126,854,9,87,5108,5108,0
41,453,15885,10,43,5109,5109,0
323,445,3387,15,158,5110,5110,0
687,654,13272,15,122,5111,5111,0
25,5,4,9,0,5112,5112,0
117,904,4143,7,0,5113,5113,0
71,35,105,12,45,5114,5114,0
43,117,1793,7,17,5115,5115,0
123,48,4112,15,74,5116,5116,0
405,124,139,11,32,5117,5117,0
41,259,2620,8,46,5118,5118,0
639,693,3825,15,47,5119,5119,0
311,272,8212,9,15,5120,5120,0
129,164,2240,15,26,5121,5121,0
184,221,3542,13,0,5122,5122,0
18,8,14,11,0,5123,5123,0
97,106,1918,11,99,5124,5124,0
58,272,2009,12,115,5125,5125,0
85,42,396,14,0,5126,5126,0
127,153,2266,14,144,5127,5127,0
4777,4660,8305,13,0,5128,5128,0
882,436,6105,8,52,5129,5129,0
189,215,9004,9,56,5130,5130,0
4,0,5,5,0,5131,3033,0
106,54,1228,8,30,5132,5131,0
79,211,1202,9,74,5133,5132,0
145,61,5291,12,0,5134,5133,0
267,163,8757,6,42,5135,5134,0
10,1773,4777,10,49,5136,5135,0
136,99,1012,9,28,5137,5136,0
732,755,2336,10,125,5138,5137,0
10,789,5855,11,49,5139,5138,0
346,158,1225,15,160,5140,5139,0
18,133,160,14,154,5141,5140,0
55,40,945,8,20,5142,5141,0
50,41,574,4,160,5143,5142,0
114,409,3799,10,30,5144,5143,0
79,189,289,12,33,5145,5144,0
617,623,1650,14,71,5146,5145,0
576,458,2345,8,63,5147,5146,0
233,248,3275,9,140,5148,5147,0
59,54,948,12,43,5149,5148,0
76,133,578,11,23,5150,5149,0
9,15,30,12,0,5151,5150,0
240,197,798,15,0,5152,5151,0
112,185,5799,6,77,5153,5152,0
47,42,593,12,59,5154,5153,0
163,49,700,14,9,5155,5154,0
62,61,1270,11,0,5156,5155,0
23,28,44,4,0,5157,5156,0
449,557,7247,7,127,5158,5157,0
1844,1692,851,11,44,5159,5158,0
260,103,2152,9,95,5160,5159,0
242,160,703,9,11,5161,5160,0
169,1033,5042,9,0,5162,5161,0
62,26,341,11,32,5163,5162,0
161,197,3796,7,0,5164,5163,0
64,150,2259,14,0,5165,5164,0
456,195,126,14,92,5166,5165,0
71,36,727,14,29,5167,5166,0
34,51,176,10,0,5168,5167,0
114,106,2479,13,46,5169,5168,0
62,52,431,13,19,5170,5169,0
192,267,5426,10,34,5171,5170,0
0,29,33,14,100,5172,5171,0
356,3131,17844,13,105,5173,5172,0
117,58,896,10,0,5174,5173,0
30,48,1645,8,0,5175,5174,0
140,70,908,13,114,5176,5175,0
38,122,1296,10,11,5177,5176,0
932,765,931,12,107,5178,5177,0
624,339,7806,14,27,5179,5178,0
281,296,5948,9,50,5180,5179,0
24,22,71,8,50,5181,5180,0
116,22,112,15,0,5182,5181,0
226,225,1347,11,159,5183,5182,0
209,172,1814,9,151,5184,5183,0
51,152,4927,8,0,5185,5184,0
44,21,182,9,22,5186,5185,0
39,31,694,11,20,5187,5186,0
109,83,228,10,0,5188,5187,0
1077,5075,960,7,78,5189,5188,0
122,55,621,9,9,5190,5189,0
250,382,3217,6,155,5191,5190,0
2965,3172,23333,14,160,5192,5191,0
424,235,3565,9,119,5193,5192,0
286,62,683,9,0,5194,5193,0
96,96,4134,5,80,5195,5194,0
82,91,169,12,95,5196,5195,0
512,568,11055,14,29,5197,5196,0
101,168,766,11,50,5198,5197,0
73,68,2114,13,15,5199,5198,0
46,89,1630,10,25,5200,5199,0
64,66,835,9,18,5201,5200,0
109,78,880,7,34,5202,5201,0
41,170,5370,14,123,5203,5202,0
128,152,1889,10,155,5204,5203,0
21,1348,376,13,13,5205,5204,0
90,34,343,14,107,5206,5205,0
42,40,355,15,52,5207,5206,0
10,818,3455,10,47,5208,5207,0
180,139,148,7,131,5209,5208,0
654,828,7389,12,155,5210,5209,0
81,167,2496,10,39,5211,5210,0
64,339,1524,11,63,5212,5211,0
212,574,4941,12,59,5213,5212,0
74,61,1385,11,0,5214,5213,0
89,283,5326,5,44,5215,5214,0
99,74,993,6,57,5216,5215,0
118,118,1211,13,48,5217,5216,0
67,167,3539,9,131,5218,5217,0
81,50,967,10,46,5219,5218,0
92,349,5913,14,9,5220,5219,0
35,31,50,8,0,5221,5220,0
12593,11837,5466,13,147,5222,5221,0
226,511,13058,10,45,5223,5222,0
205,293,5461,15,0,5224,5223,0
55,55,342,8,64,5225,5224,0
261,467,12002,4,91,5226,5225,0
114,25,148,15,0,5227,5226,0
508,799,7150,12,59,5228,5227,0
176,138,324,12,58,5229,5228,0
530,313,1351,11,146,5230,5229,0
362,259,5268,6,76,5231,5230,0
3,4,758,6,0,5232,5231,0
43,12,46,9,0,5233,5232,0
105,38,535,14,25,5234,5233,0
28,247,3093,12,54,5235,5234,0
330,166,1030,8,0,5236,5235,0
105,239,7714,9,19,5237,5236,0
237,257,3926,11,24,5238,5237,0
67,171,1148,11,0,5239,5238,0
30,16,307,14,0,5240,5239,0
242,448,11204,12,129,5241,5240,0
